计算机学报	粗糙集理论与应用研究综述	王国胤，姚一豫，于洪，WANG Guo-Yin，YAO Yi-Yu，YU Hong </LI	2009年7期	在阐释粗糙集理论基本体系结构的基础上,从多个角度探讨粗糙集模型的研究思路,分析粗糙集理论与模糊集、证据理论、粒计算、形式概念分析、知识空间等其它理论之间的联系,介绍国内外关于粗糙集理论研究的主要方向和发展状况...	粗糙集 模糊集 粒计算 形式概念分析 知识空间 智能信息处理	计算机学报
计算机学报	一种基于索引的高效k-支配Skyline算法	印鉴，姚树宇，薛少锷，杨文新，刘玉葆，YIN Jian，YAO Shu-Yu，XUE Shao-E，YANG Wen-Xin，LIU Yu-Bao </LI	2010年7期	由于在多标准决策支持等应用上具有重要的意义,skyline查询成为近年来数据库和数据挖掘领域的一个研究热点.然而随着数据集维数的增加,数据点之间形成支配关系的可能性越来越小,导致了skyline点数目过多而无法提供任何有...	skyline 决策支持 k-支配skyline 基于索引	计算机学报
计算机学报	基于词汇链的关键短语抽取方法的研究	刘铭，王晓龙，刘远超，LIU Ming，WANG Xiao-Long，LIU Yuan-Chao </LI	2010年7期	文中提出一种基于词汇链的关键短语抽取算法,算法首先通过构造多条词汇链来表达文章的多条叙事线索,并从多条词汇链中抽取富含主题信息的强链代表文章着重叙述的信息,然后从强链中选取能够从不同侧面充分表达强链所述信...	词汇链 知网 中心词聚类 关键短语 词义获取	计算机学报
计算机学报	面向生物医学命名实体识别的多Agent元学习框架	王浩畅，李钰，赵铁军，WANG Hao-Chang，LI Yu，ZHAO Tie-Jun </LI	2010年7期	生物医学命名实体识别是生物医学数据挖掘的基本任务.文中提出了一种将多Agent系统和元学习方法相结合的多Agent元学习框架,应用于生物医学命名实体识别.基层多个学习Agent分别识别不同类型的生物医学命名实体,并通过相...	命名实体识别 多 Agent元学习框架 元层 Agent 基层学习 Agent 局部特征选择	计算机学报
计算机学报	考虑软件不同失效过程偏差的软件可靠性模型	楼俊钢，江建慧，靳昂，LOU Jun-Gang，JIANG Jian-Hui，JIN Ang </LI	2010年7期	软件可靠性分析是根据软件失效数据等信息,通过合理建模来对软件可靠性进行预计和评价.现有的基于随机过程的可靠性模型一般采用均值过程来描述软件失效数据,然而,软件失效数据的模型化实质上应该是使其成为某个随机过程...	软件可靠性模型 样本轨迹 非齐次泊松过程模型 随机过程 自回归滑动平均过程	计算机学报
计算机学报	一种新的基于瞳孔-角膜反射技术的视线追踪方法	张闯，迟健男，张朝晖，王志良，ZHANG Chuang，CHI Jian-Nan，ZHANG Zhao-Hui，WANG Zhi-Liang </LI	2010年7期	针对现有单相机单光源视线追踪系统存在的几个问题:精度不高、头动受限以及标定复杂,提出了一种新的基于瞳孔-角膜反射(PCCR)技术的视线追踪方法.通过提出的瞳孔边缘滤波算法(RDPEF)和三通道伪彩色图(TCPCM)解决了近红外...	视线追踪 瞳孔定位 瞳孔跟踪 视线估计 瞳孔-角膜反射(PCCR)技术	计算机学报
计算机学报	一种基于粒子的牛顿流体与粘弹性流体统一模拟方法	常元章，柳有权，鲍凯，朱鉴，吴恩华，CHANG Yuan-Zhang，LIU You-Quan，BAO Kai，ZHU Jian，WU En-Hua </LI	2010年7期	在越来越受到人们关注的基于物理流体动画领域,目前分别模拟牛顿流体或粘弹性流体的方法很多,但很少有统一模拟两者的方法.文中基于光滑粒子流体动力学方法,通过对传统纳维-斯托克斯方程添加弹性应力项,提出了一种新的统...	光滑粒子流体动力学 牛顿流体 粘弹性流体 纳维-斯托克斯方程 弹性应力	计算机学报
计算机学报	高斯混合函数区域匹配引导的Level Set纹理图像分割	肖春霞，初雨，张青，XIAO Chun-Xia，CHU Yu，ZHANG Qing </LI	2010年7期	基于高斯混合模型颜色匹配及多尺度图像增强,文中提出了有效的边缘停止函数用于引导level set函数演化,有效地解决了纹理图像的分割问题.文中首先提出基于高斯混合模型颜色分布的边缘停止函数,通过计算level set演化窄带...	水平集 图像分割 边缘检测 高斯混合模型 多尺度图像	计算机学报
计算机学报	一种基于DOCSIS上行信道的自适应补偿定时同步算法	王沁，郭艳飞，宋丽华，杜立国，WANG Qin，GUO Yan-Fei，SONG Li-Hua，DU Li-Guo </LI	2010年7期	基于DOCSIS规范,在分析CM(Cable Modem)定时同步机制的基础上,文中首先提出了一种自适应补偿定时同步算法.通过准确预测定时误差发生时刻并及时给予误差补偿,该算法能够使CM在HFC网络上行TDMA信道上与CMTS建立精确的全局...	定时同步 HDTV DOCSIS CM 混合同轴光纤	计算机学报
计算机学报	基于数据场的大规模本体映射	仲茜，李涓子，唐杰，周立柱，ZHONG Qian，LI Juan-Zi，TANG Jie，ZHOU Li-Zhu </LI	2010年6期	针对已有的本体映射方法在处理大规模本体映射任务时效率和有效性较低的问题,文中提出了一个基于数据场的本体映射算法.该算法首先使用高效的相似度算法,建立本体中元素对另一本体的初始相关度;然后,利用数据场势函数引...	数据场 势函数 本体 本体映射 语义 Web	计算机学报
计算机学报	科学计算浮点数据的高性能无损压缩	何克晶，HE Ke-Jing </LI	2010年6期	科学计算在科学界及工业界发挥着越来越重要的作用,所随之产生的科学数据也越来越多.因二级存储(如硬盘)的读写速度通常较慢,庞大的数据量除了占据存储空间之外,还影响着系统性能.文中通过系统研究浮点数据的特性,建立预...	科学计算 浮点数据 无损压缩 高性能	计算机学报
计算机学报	高效的随机访问分块倒排文件自索引技术	刘小珠，彭智勇，陈旭，LIU Xiao-Zhu，PENG Zhi-Yong，CHEN Xu </LI	2010年6期	针对倒排索引空间开销大、查询时间效率低以及难以同时支持连接布尔查询和排序查询的问题,提出了一种同时提高空间效率与查询时间效率的高效随机访问分块倒排文件自索引RABIF.为了在降低空间消耗的同时支持连接布尔查询与...	倒排文件 自索引 时间效率 空间效率 随机访问	计算机学报
计算机学报	基于分层象限空间的P2P超级节点拓扑构造	冯劲潇，陈贵海，谢俊元，FENG Jin-Xiao，CHEN Gui-Hai，XIE Jun-Yuan </LI	2010年6期	现有的P2P超级节点拓扑分为非结构化超级节点拓扑和结构化超级节点拓扑,前者支持模糊查询,鲁棒性好,但路山效率低,查询结果具有不确定性,后者支持数据定位,路山效率高,负载均衡性好,但不支持模糊查询,也不适应高度动态环...	对等网络 超级节点拓扑 分层象限空间 负载均衡	计算机学报
计算机学报	异构网络中多模终端业务流分发技术研究	孙毅，葛雨明，HERBORN Stephen，DUTKIEWICZ Eryk，SUN Yi，GE Yu-Ming，HERBORN Stephen，DUTKIEWICZ Eryk </LI	2010年6期	伴随着异构网络的迅猛发展,多模终端日益普及.当终端上有多种不同类型的会话业务流需要传输时,如何根据不同类型业务流的特点、不同网络的当前链路状况、通信费用、传输功耗等因素,在终端所接入的多个网络之间自动地、合理地...	业务流分发 异构网络 多模终端	计算机学报
计算机学报	一种基于社会性标注的网页排序算法	刘凯鹏，方滨兴，LIU Kai-Peng，FANG Bin-Xing </LI	2010年6期	社会性标注作为一种新的资源管理和共享方式,吸引为数众多的用户参与其中,由此产生的大量社会性标注数据成为网页质量评价的一个新维度.文中研究如何利用社会性标注改进网页检索性能,提出一种有机结合网页和用户的查询相...	社会性标注 网页检索 网页质量 排序算法 主题模型	计算机学报
计算机学报	一种基于混合策略的彩色编码算法	王建新，杨志彪，刘云龙，陈建二，WANG Jian-Xin，YANG Zhi-Biao，LIU Yun-Long，CHEN Jian-Er </LI	2010年6期	彩色编码是求解实际工程中难解问题的一种新兴而重要的技术.在应用该技术时,算法复杂度取决于彩色编码着色方案的规模,因此规模的大小将成为衡量彩色编码算法优劣的标准.彩色编码的研究在最近几年得到了许多有重要意义的...	彩色编码 分治 核心化	计算机学报
计算机学报	硬实时系统在强分区约束下的双层分区调度	李昕颖，顾健，何锋，熊华钢，LI Xin-Ying，GU Jian，HE Feng，XIONG Hua-Gang </LI	2010年6期	文中研究了硬实时系统在强分区约束下的双层分区的调度问题,合理建立了强分区约束下的双层分区调度模型,给出了最坏情况下的分区任务集可调度的判定条件.同时,在此基础上,提出了与分区利用率匹配的分区设计方法,导出了该...	实时系统 强分区约束 分区调度 可调度利用率 分区设计	计算机学报
计算机学报	基于秘密共享模数的一般性多方求逆协议	胡华明，周展飞，HU Hua-Ming，ZHOU Zhan-Fei </LI	2010年6期	Catalano、Gennaro和Halevi提出了一个实用的基于秘密共享模数的分布式求逆协议,然而他们仅仅考虑了门限敌手结构的情况.文中考虑了一般敌手结构的情况,针对半诚实敌手和恶意敌手,利用Damg(a)rd和Thorbek提出的线性整数秘...	模求逆 一般敌手结构 线性整数秘密共享 乘性张成方案 分布式RSA签名	计算机学报
计算机学报	Paillier陷门函数的两个变体的比特安全性分析	苏东，王克，吕克伟，SU Dong，WANG Ke，LV Ke-Wei </LI	2010年6期	文中对Paillier陷门函数两个变体--Rabin-Paillier和RSA-Paillier进行了比特安全分析.对于Rabin-Paillier陷门函数,文中证明了从密文计算其明文的|3√2n/2/2]+[log2n]个最高有效位与对这个函数求逆一样困难,其中n为RSA模...	比特安全 Paillier Rabin-Paillier RSA-Paillier 指数和的界 隐藏数问题	计算机学报
计算机学报	基于噪声模型和特征联合的PS图像与隐写图像检测	罗向阳，刘粉林，杨春芳，何雄飞，LUO Xiang-Yang，LIU Fen-Lin，YANG Chun-Fang，HE Xiong-Fei </LI	2010年6期	为了有效区分PS图像(经过常见图像处理操作得到的图像)和隐写图像,提高隐写检测的正确率,该文分析了隐写和PS这两类操作不同的噪声模型,并给出了一类基于图像噪声模型和特征联合的检测算法.该算法基于小波分解和小波滤波...	图像检测 PS图像 隐写图像 噪声模型 特征联合	计算机学报
计算机学报	任意图支配集精确算法回顾	路纲，周明天，唐勇，吴振强，裘国永，袁柳，LU Gang，ZHOU Ming-Tian，TANG Yong，WU Zhen-Qiang，QIU Guo-Yong，YUAN Liu </LI	2010年6期	该文综述了任意图支配集精确算法分析和设计的新进展.支配集问题是经典NP完全问题,很多问题都能与它相联系.我们针对最小支配集,最大独立集、最小独立支配集、最小连通支配集、最小加权支配集问题提供了详尽算法描述和实例...	支配集 精确算法 计算复杂性 图 测度分析技术	计算机学报
计算机学报	基于人造物体直线段结构特征的不变性识别	危辉，裘禛宇，WEI Hui，QIU Zhen-Yu </LI	2010年6期	传统的用假设验证法进行三维物体识别的方法需要通过一组非线性方程组求解从模型到场景的坐标系变换,具有非常高的复杂度.文中提出了一种基于能够表明物体几何构造的直线段特征的人造物体识别方法,将假设验证法中对于全...	人造物体识别 直线段特征 假设验证法 平面单应性 特征匹配	计算机学报
计算机学报	在线双向适应的笔手势界面框架研究	徐礼爽，田丰，吕菲，戴国忠，王宏安，XU Li-Shuang，TIAN Feng，LV Fei，DAI Guo-Zhong，WANG Hong-An </LI	2010年6期	提出一个在线双向适应的笔手势界面框架,该框架针对传统笔手势界面中静态手势识别器不能支持用户的个性化输入以及用户在笔手势界面中面临的手势记忆问题,提出了在线双向适应的策略:一方面系统能够适应用户(系统可以在线...	自适应用户界面 笔式用户界面 笔手势交互 个性化交互 双向适应	计算机学报
计算机学报	软体多局部破碎特效研究	曾亮，吴亚刚，ZENG Liang，WU Ya-Gang </LI	2010年6期	基于物理的软体仿真与动画是计算机图形学的研究热点之一,但大多数方法计算复杂度较高,难以获得实时性交互.文中在虚节点算法基础上,提出了一种软体多局部破碎特效行为描述算法,该算法通过判别组成软体物理模型的质点受...	软体仿真 虚节点 局部破碎 质点弹簧系统 拓扑重构	计算机学报
计算机学报	可信网络连接研究	张焕国，陈璐，张立强 </LI	2010年4期	文中详细地介绍了可信网络连接的发展历程、体系结构、消息流程、相关规范,对TCG的可信网络连接架构的优点与局限性进行了分析.针对如何将可信计算机制拓展到网络,使得网络成为可信的计算环境这一问题进行了分析论述,并对可...	可信计算 可信网络连接 可信网络 网络安全 信息安全 trusted computing trusted network connection trusted network network security information security	计算机学报
计算机学报	基因组一般移位排序问题的多项式时间算法	尹晓，朱大铭，YIN Xiao，ZHU Da-Ming </LI	2010年5期	基因组移位排序在基因组重组排序计算研究中占有重要位置.交互型移位和非交互型移位均为移位的特殊形式.目前见到的多种移位排序算法均是针对交互型移位而得到的,未见基因组一般移位排序计算的研究结果.文中讨论包括交互...	算法 基因组重组 移位 移位距离 计算生物学 algorithm genome rearrangement translocation translocation distance computational biology	计算机学报
计算机学报	基于FPGA的细粒度并行CYK算法加速器设计与实现	夏飞，窦勇，宋健，雷国庆，XIA Fei，DOU Yong，SONG Jian，LEI Guo-Qing </LI	2010年5期	基于随机上下文无关文法(SCFG)理论模型进行RNA二级结构预测是目前采用计算方法研究RNA二级结构的一种重要途径.由于基于SCFG模型的标准结构预测算法(Coche-Younger-Kasami,CYK)巨大的时空复杂度,对CYK算法进行加速成为...	生物信息学 RNA 二级结构预测 SCFG模型 并行CYK算法 FPGA 硬件加速器 bioinformatics RNA secondary structure prediction stochastic context-free grammars model parallel CYK algorithm FPGA hardware accelerator	计算机学报
计算机学报	乐观策略下并行离散事件仿真动态负载划分优化算法	张颖星，姚益平，ZHANG Ying-Xing，YAO Yi-Ping </LI	2010年5期	动态负载划分是提高并行离散事件仿真运行性能的有效途径之一.现有研究往往孤立地考虑计算负载平衡和通信负载优化,使得复杂应用背景下整体性能低下.论文综合考虑仿真模型计算负载和交互模式,提出了一个基于带权重无向图...	负载划分 局部搜索算法 并行离散事件仿真 乐观同步策略 partitioning local search algorithm parallel discrete event simulation optimistic synchronization	计算机学报
计算机学报	Biswapped网络(BSN)的拓扑性质研究:点对称性和极大容错性	陈卫东，肖文俊，CHEN Wei-Dong，XIAO Wen-Jun </LI	2010年5期	Biswapped网络(BSN)是一类两层结构的互连网络,它以任意图为模块且模块间采用一种完全两部图方式互连.BSN的互连形式与OTIS网络(即Swapped网络)类似但互连规则更一致,使得BSN展现出更好的性能.文中主要研究BSN的点传递性...	互连网络 OTIS网络 Biswapped网络 拓扑性质 点传递性 极大容错性 interconnection network OTIS network Biswapped network topological property node transitivity maximal fault tolerance	计算机学报
计算机学报	一种求解输运方程的并行调度算法	周涤宇，刘杰，ZHOU Di-Yu，LIU Jie </LI	2010年5期	高效并行扫描问题是调度问题的子集,调度问题是NP完全问题.针对输运问题的特点,如何按特定的计算次序调度本地网格单元,以保证最佳的计算与通信性能是一个难度很大的问题.文中设计了一种基于局部深度优先的优先级(PDFDS...	输运方程 并行调度 优先级算法 非结构网格 并行算法 transport equation parallel scheduling priority algorithm unstructured grids parallel algorithm	计算机学报
计算机学报	求解非线性回归问题的Newton算法	韩敏，王亚楠，HAN Min，WANG Ya-Nan </LI	2010年5期	针对大规模非线性回归问题,提出基于静态储备池的Newton算法.利用储备池搭建高维特征空间,将原始问题转化成与储备池维数相关的线性支持向量回归问题,并应用Newton算法求解.鲁棒损失函数的应用可抑制异常点对预测结果的...	支持向量回归 静态储备池 Newton算法 鲁棒性 support vector regression static reservoir Newton algorithm robustness	计算机学报
计算机学报	多智能体系统中并发动态知识、信念和肯定性逻辑的研究	苏金树，吴立军，杨志华，Su Jin-Shu，WU Li-Jun，YANG Zhi-Hua </LI	2010年5期	将知识、信念和肯定性逻辑从单个智能体扩展到多智能体系统,并且实现了多智能体系统中知识、信念和肯定性逻辑与具有并发动态属性的行为之间的很好结合.以此为基础,提出了多智能体系统中并发动态知识、信念和肯定性逻辑,简...	并发动态逻辑 CDKBC证明系统 CDKBC模型 多智能体系统 concurrent dynamic logic CDKBC proof system CDKBC model multi-agent systems	计算机学报
计算机学报	一种新的基于正交实验设计的约束优化进化算法	蔡自兴，江中央，王勇，罗一丹，CAI Zi-Xing，JIANG Zhong-Yang，WANG Yong，LUO Yi-Dan </LI	2010年5期	提出了一种新的基于正交实验设计的约束优化进化算法.新算法的主要特点是:在搜索机制方面,利用正交实验设计方法安排多个父代个体的交叉操作,提出了一种新的多父体正交交叉算子,新的交叉算子能够有效利用多个父代个体所...	约束优化 进化算法 正交实验设计 约束处理技术 单形交叉算子 constrained optimization evolutionary algorithm orthogonal experimental design constraint-handing techniques simplex crossover	计算机学报
计算机学报	局部保持多投影向量Fisher判别分析算法	张召，业宁，业巧林，ZHANG Zhao，YE Ning，YE Qiao-Lin </LI	2010年5期	特征选择是在损失较少信息的情况下处理高维图像数据的关键技术,是高维数据预处理的重要步骤.通过引入Fisher判别分析(Fisher Discriminant Analysis,FDA)和典型相关分析(Canonical Correlation Analysis,CCA)的思想,采...	局部保持 多投影向量 特征选择 分类 判别分析 locality preservation multi-projection vector feature selection classification discriminant analysis	计算机学报
计算机学报	扩展不干扰模型(ENISM)及基于CSP的描述和验证方法	崔隽，黄皓，高晓春，CUI Jun，HUANG Hao，GAO Xiao-Chun </LI	2010年5期	在不干扰理论的基础上,提出扩展不干扰模型ENISM及其验证方法,用以描述和分析操作系统中的信息流策略.工作包括:(1)依据系统功能模块定义多个执行域,以即将执行的可能动作序列集合与可读取的数据存储值集合一同作为ENIS...	不干扰模型 通信顺序进程 形式化描述 形式化验证 完整性 non-interference model communicating sequential processes formal description formal verification integrity	计算机学报
计算机学报	面向服务的可信软件体系结构代数模型	赵会群，孙晶，ZHAO Hui-Qun，SUN Jing </LI	2010年5期	针对面向服务体系结构(Service Oriented Architecture,SOA)在形式化和可信属性建模方面的不足,用代数学方法对服务、服务组合以及服务体系结构的属性和行为特征进行抽象,把服务组合解释成组件"运算"实现,并结合进程代数...	服务 服务组合 服务体系结构 抽象代数 进程代数 service service combination service oriented architecture abstract algebra processalgebra	计算机学报
计算机学报	基于一致分布的时间Petri网模型	潘理，丁志军，陈刚，PAN Li，DING Zhi-Jun，CHEN Gang </LI	2010年5期	时间Petri网的现有分析理论主要关注基于区间端点的计算和推理,缺乏对实施区间内不确定性的定量描述,不利于时间Petri网进行系统性能评价和动态模拟实现.为了解决这一问题,提出基于一致分布的时间Petri网模型.首先给出变...	时间Petri网 一致分布 实施概率 状态类方法 模拟 time Petri nets uniform distribution firing probability state class method simulation	计算机学报
计算机学报	一种基于不变量结构分解的工作流性能分析方法	庞善臣，蒋昌俊，PANG Shan-Chen，JIANG Chang-Jun </LI	2010年5期	基于工作流的Petri网结构化建模方法,证明了工作流网的P-不变量存在性、可覆盖性,给出了一个工作流模型可靠性(soundness)的充要条件,得到了基于P-不变量的多项式分解算法,克服了非多项式算法遍历的不足,降低了时间和空间...	广义工作流网 不变量 矩姆函数 多项式算法 性能分析 generalized WF-net invariant moment generation function polynomial algorithm performance analysis	计算机学报
计算机学报	利用平面虚拟点光源的素描图像绘制	佟强，张松海，TONG Qiang，ZHANG Song-Hai </LI	2010年5期	素描画是一种常见的艺术形式,它通过单色线条来表现直观世界中的事物,而能够体现场景层次的高光和阴影则是表现的重点.艺术家经常会对场景的光影进行艺术化的夸张,这种艺术夸张会更好地表现作品主题.首先提出一种二维图...	非真实感绘制 素描 虚拟点光源 亮度梯度场 图像处理 non-photorealistic rendering pencil sketch virtual point source luminance gradientfield image process	计算机学报
计算机学报	三维网格曲面的可展性优化算法	徐鹏飞，刘利刚，XU Peng-Fei，LIU Li-Gang </LI	2010年5期	可展曲面是每点高斯曲率均为0的曲面,具有许多良好的性质,因此在工业中具有很多应用.将一般的曲面用可展曲面来逼近表示具有现实意义.以此为目的,文中设计了一个有效的算法来处理一般的曲面,使得处理后的曲面尽可能满足...	可展曲面 尽可能刚性 最小范数法 最小二乘法 迭代 developable surface as-rigid-as-possible least-norm least-squares method iteration	计算机学报
计算机学报	一种新的局部不变特征检测和描述算法	杨恒，王庆，YANG Heng，WANG Qing </LI	2010年5期	局部不变特征已经被成功地用来解决计算机视觉领域诸多实际问题.文中提出一种新的局部不变特征检测和描述算法,提取出的特征能够对旋转、尺度缩放、光照等变化,甚至弱仿射变换保持不变.一般说来,局部特征的提取分为特征检...	局部特征 特征检测 特征描述子 不变性 图像匹配 local feature feature detection feature descriptor invariance image matching	计算机学报
计算机学报	基于感兴趣区域的H.264视频加密算法	于俊清，刘青，何云峰，YU Jun-Qing，LIU Qing，HE Yun-Feng </LI	2010年5期	为了解决现有的基于H.264的加密算法无法满足安全性和加密效率之间较好折衷的问题,提出两种基于感兴趣区域的H.264加密算法,将感兴趣区域的提取和基于熵编码的H.264加密算法相结合,只对提取出来的感兴趣区域进行加密.设...	视频加密 H.264编码 熵编码 感兴趣区域 video encryption H.264 encoding entropy encoding region of interest	计算机学报
计算机学报	对等网络信任机制研究	李勇军，代亚非，LI Yong-Jun，DAI Ya-Fei </LI	2010年3期	对等网络环境下的信任机制是作为一种新颖的安全问题解决方案被引入的,基本思想是让交易参与方在交易完成后相互评价,根据对某个参与方(主体)的所有评价信息,计算该主体的信任度,为对等网络中其他主体以后选择交易对象时...	对等网络 信任模型 推理方法 典型信任算法 网络安全 peer-to-peer network trust model trust inference classic trust algorithm network security	计算机学报
计算机学报	基于P2P的视频点播系统综述	沈时军，李三立 </LI	2010年4期	近十年来,基于对等网络(Peer-to-Peer,P2P)的视频点播系统(Video-on-Demand,VoD)受到了越来越多的关注.它吸引人的原因在于,与传统的基于服务器/客户机结构的视频点播系统相比,P2P技术具有成本低、扩展性好的优点.但是,由...	对等网络 视频点播 传输拓扑 编码方案 Peer-to-Peer video-on-demand transmission topology encoding scheme	计算机学报
计算机学报	DUCG:一种新的动态不确定因果知识的表达和推理方法(Ⅰ):离散、静态、证据确定和有向无环图情况	张勤 </LI	2010年4期	贝叶斯网络(BN)是国际上流行的处理不确定因果知识的表达和推理模型.文中指出:即使所有变量均为二状态,BN中的子变量也有单赋值和多赋值之分.在单赋值情况下适用的知识的简洁表达和推理方法在多赋值情况下不适用.为克服...	智能系统 知识表达 概率推理 因果关系 不确定性 intelligent system knowledge representation probabilistic reasoning causality uncertainty	计算机学报
计算机学报	d-子树划分问题	蔡延光，章云，钱积新 </LI	2010年4期	边赋非负权无向简单图的一簇顶点两两不相交的子树称为它的一个d-子树划分(d为非负实数),如果这些子树的顶点集的并等于此图的顶点集.且每棵子树的直径不超过d.图的d-子树划分问题就是求它的一个含子树数最少的d-子树划...	d-子树划分 子树划分 NP-完全 树 算法 复杂度 d-subtree partition subtree partition NP-complete tree algorithm complexity	计算机学报
计算机学报	分类超曲面算法复杂度研究	何清，赵卫中，史忠植 </LI	2010年4期	分类超曲面算法是一种简单的基于覆盖的分类算法.实验证明该算法具有分类正确率高、速度快的优点.但是,关于该算法的相关理论问题需要深入研究.文中对该算法的几个相关理论问题进行了研究.首先给出并证明了在分割的最大层...	分类超曲面算法 VC维 PAC可学习性 样本复杂度 hyper surface classification VC dimension PAC learnability sample complexity	计算机学报
